panel_id,phase,split,panel_png_path,topology_v1_panel_json_path,v1_5_candidate_score,v1_5_candidate_bucket,known_policy_decision,known_review_label,consensus_label,consensus_decision,consensus_confidence,agreement_count,agent_count,reason
_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000,P3,train,datas/qa_and_png/P3_oda_output/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/1FWK柜左侧端子排电缆接线图(B066-500-2409)wm666.taobao.com#panel_000.topology.v1.json,102,anchor_existing_v1,baseline_accept,accept_v1,accept_clean_topology,auto_accept,1.0,1,1,1/1 agents voted accept_clean_topology
_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000,P3,train,datas/qa_and_png/P3_oda_output/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/2FWK柜左侧端子排电缆接线图(B066-500-2411)wm666.taobao.com#panel_000.topology.v1.json,102,anchor_existing_v1,baseline_accept,accept_v1,accept_clean_topology,auto_accept,0.99,1,1,1/1 agents voted accept_clean_topology
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002,P1,train,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_002.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_002.topology.v1.json,82,anchor_existing_v1,baseline_accept,accept_v1,accept_clean_topology,auto_accept,0.99,1,1,1/1 agents voted accept_clean_topology
_P3_staging_batch4/发电机保护屏端子图#panel_003,P3,train,outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch4/发电机保护屏端子图#panel_003.topology.v1.json,82,anchor_existing_v1,baseline_accept,accept_v1,accept_clean_topology,auto_accept,0.99,1,1,1/1 agents voted accept_clean_topology
_P3_staging_batch1/06(背面通讯接线图)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/06(背面通讯接线图).png,outputs/topology_panel_v1/_P3_staging_batch1/06(背面通讯接线图)#panel_000.topology.v1.json,82,high_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.95,1,1,1/1 agents voted needs_graph_repair
_P1_staging/某电厂GIS室接地布置图#panel_000,P1,train,datas/qa_and_png/P1_oda_output/某电厂GIS室接地布置图.png,outputs/topology_panel_v1/_P1_staging/某电厂GIS室接地布置图#panel_000.topology.v1.json,78,medium_priority,improvement_target,over_connected,reject_visible_watermark,auto_reject,1.0,1,1,1/1 agents voted reject_visible_watermark
_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20)#panel_000,P3,val,datas/qa_and_png/P3_oda_output/过电流保护的电磁操作 (gb4728_3_2-20).png,outputs/topology_panel_v1/_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20)#panel_000.topology.v1.json,74,medium_priority,unreviewed,,needs_graph_repair,auto_defer_improvement,0.9,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000,P3,test,datas/qa_and_png/P3_oda_output/500KVA有载调压箱变系统图.png,outputs/topology_panel_v1/_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000.topology.v1.json,72,medium_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.9,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch3/WGB-113N 馈线保护原理图(手车)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/WGB-113N 馈线保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch3/WGB-113N 馈线保护原理图(手车)#panel_000.topology.v1.json,68,medium_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.98,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/WGB-114N 馈线保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)#panel_000.topology.v1.json,68,medium_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.95,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)__286#panel_000,P3,train,datas/qa_and_png/P3_oda_output/WGB-114N 馈线保护原理图(手车)__286.png,outputs/topology_panel_v1/_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)__286#panel_000.topology.v1.json,68,medium_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.95,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch4/WGB-123N 高压柜综合保护原理图(手车)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/WGB-123N 高压柜综合保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch4/WGB-123N 高压柜综合保护原理图(手车)#panel_000.topology.v1.json,68,medium_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.95,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch4/WGB-124N 高压柜综合保护原理图(手车)#panel_000,P3,val,datas/qa_and_png/P3_oda_output/WGB-124N 高压柜综合保护原理图(手车).png,outputs/topology_panel_v1/_P3_staging_batch4/WGB-124N 高压柜综合保护原理图(手车)#panel_000.topology.v1.json,68,medium_priority,improvement_target,over_connected,reject_visible_watermark,auto_reject,1.0,1,1,1/1 agents voted reject_visible_watermark
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000,P1,train,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_000.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000.topology.v1.json,62,medium_priority,improvement_target,over_connected,needs_graph_repair,auto_defer_improvement,0.9,1,1,1/1 agents voted needs_graph_repair
_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000,P1,train,datas/qa_and_png/P1_oda_output/某铁路牵引变电所主接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000.topology.v1.json,62,medium_priority,improvement_target,still_fragmented,needs_graph_repair,auto_defer_improvement,0.9,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,P3,train,datas/qa_and_png/P3_oda_output/10kV-中置柜进线电气图纸.png,outputs/topology_panel_v1/_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000.topology.v1.json,62,medium_priority,improvement_target,still_fragmented,needs_graph_repair,auto_defer_improvement,0.92,1,1,1/1 agents voted needs_graph_repair
_P3_staging_batch4/发电机保护屏端子图#panel_004,P3,train,outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_004.png,outputs/topology_panel_v1/_P3_staging_batch4/发电机保护屏端子图#panel_004.topology.v1.json,62,medium_priority,improvement_target,needs_terminal_anchor,needs_terminal_anchor,auto_defer_improvement,0.95,1,1,1/1 agents voted needs_terminal_anchor
_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000,P2,val,datas/qa_and_png/P2_oda_output/某煤矿变电所电气系统图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000.topology.v1.json,56,low_priority,improvement_target,still_fragmented,needs_graph_repair,auto_defer_improvement,0.9,1,1,1/1 agents voted needs_graph_repair
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_001,P1,train,outputs/panels/P1/P1_staging__主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com__panel_001.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_001.topology.v1.json,52,low_priority,improvement_target,needs_terminal_anchor,needs_terminal_anchor,auto_defer_improvement,0.9,1,1,1/1 agents voted needs_terminal_anchor
_P3_staging_batch1/1(监控系统及继电保护图纸目录)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/1(监控系统及继电保护图纸目录).png,outputs/topology_panel_v1/_P3_staging_batch1/1(监控系统及继电保护图纸目录)#panel_000.topology.v1.json,54,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P3_staging_batch4/电机保护原理图#panel_000,P3,val,datas/qa_and_png/P3_oda_output/电机保护原理图.png,outputs/topology_panel_v1/_P3_staging_batch4/电机保护原理图#panel_000.topology.v1.json,54,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P2_staging/220kV总降站电气一次设计图纸wm666.taobao.com#panel_000,P2,val,datas/qa_and_png/P2_oda_output/220kV总降站电气一次设计图纸wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/220kV总降站电气一次设计图纸wm666.taobao.com#panel_000.topology.v1.json,46,negative_control_badcase,badcase,needs_panel_split,uncertain,human_review,0.0,0,1,all agent calls failed
_P2_staging/变电所-巳改期目录#panel_000,P2,test,datas/qa_and_png/P2_oda_output/变电所-巳改期目录.png,outputs/topology_panel_v1/_P2_staging/变电所-巳改期目录#panel_000.topology.v1.json,46,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,1.0,1,1,1/1 agents voted reject_multi_subfigure
_P3_staging_batch1/10KV高压室开关柜接线图方案比较#panel_000,P3,train,datas/qa_and_png/P3_oda_output/10KV高压室开关柜接线图方案比较.png,outputs/topology_panel_v1/_P3_staging_batch1/10KV高压室开关柜接线图方案比较#panel_000.topology.v1.json,46,negative_control_badcase,badcase,needs_panel_split,uncertain,human_review,0.0,0,1,all agent calls failed
_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000,P1,train,datas/qa_and_png/P1_oda_output/直流系统级差1（主变保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000.topology.v1.json,44,negative_control_badcase,badcase,bad_geometry,uncertain,human_review,0.0,0,1,all agent calls failed
_P2_staging/35KV变电站总平面图#panel_000,P2,test,datas/qa_and_png/P2_oda_output/35KV变电站总平面图.png,outputs/topology_panel_v1/_P2_staging/35KV变电站总平面图#panel_000.topology.v1.json,44,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000,P2,train,datas/qa_and_png/P2_oda_output/直流系统级差3(220kV保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000.topology.v1.json,44,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.95,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch1/3.10.9室外保护罩#panel_000,P3,train,datas/qa_and_png/P3_oda_output/3.10.9室外保护罩.png,outputs/topology_panel_v1/_P3_staging_batch1/3.10.9室外保护罩#panel_000.topology.v1.json,44,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,0.99,1,1,1/1 agents voted reject_not_topology
_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000,P3,train,datas/qa_and_png/P3_oda_output/装在发电机保护屏上的端子图29.png,outputs/topology_panel_v1/_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000.topology.v1.json,44,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P2_staging/变电所#panel_000,P2,train,datas/qa_and_png/P2_oda_output/变电所.png,outputs/topology_panel_v1/_P2_staging/变电所#panel_000.topology.v1.json,40,negative_control_badcase,badcase,needs_panel_split,uncertain,human_review,0.0,0,1,all agent calls failed
_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000,P2,train,datas/qa_and_png/P2_oda_output/防爆式移动变电所 (gb4728_11_2.13-1).png,outputs/topology_panel_v1/_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000.topology.v1.json,38,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000,P2,train,datas/qa_and_png/P2_oda_output/防爆式移动变电所 (gb4728_11_2.13-2).png,outputs/topology_panel_v1/_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000.topology.v1.json,38,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/01(PRCK-720-B变压器保护柜柜面布置图).png,outputs/topology_panel_v1/_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000.topology.v1.json,38,negative_control_badcase,badcase,needs_panel_split,uncertain,human_review,0.0,0,1,all agent calls failed
_P1_staging/主变进线柜原理图#panel_002,P1,train,outputs/panels/P1/P1_staging__主变进线柜原理图__panel_002.png,outputs/topology_panel_v1/_P1_staging/主变进线柜原理图#panel_002.topology.v1.json,34,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P1_staging/主变进线柜原理图#panel_003,P1,train,outputs/panels/P1/P1_staging__主变进线柜原理图__panel_003.png,outputs/topology_panel_v1/_P1_staging/主变进线柜原理图#panel_003.topology.v1.json,34,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000,P2,train,datas/qa_and_png/P2_oda_output/变电站全套建筑图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,uncertain,human_review,0.0,0,1,all agent calls failed
_P2_staging/商场10KV变电所接线图#panel_000,P2,train,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图.png,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_multi_subfigure,auto_reject,1.0,1,1,1/1 agents voted reject_multi_subfigure
_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000,P2,train,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,uncertain,human_review,0.0,0,1,all agent calls failed
_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000,P2,train,datas/qa_and_png/P2_oda_output/地下变电所 (gb4728_11_2.14-1).png,outputs/topology_panel_v1/_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000,P2,test,datas/qa_and_png/P2_oda_output/地下变电所 (gb4728_11_2.14-2).png,outputs/topology_panel_v1/_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P2_staging/电站、变电所电气及设备12#panel_000,P2,train,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备12.png,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备12#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_multi_subfigure,auto_reject,1.0,1,1,1/1 agents voted reject_multi_subfigure
_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/保护接地 (gb4728_3_4-3).png,outputs/topology_panel_v1/_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.99,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch1/保护接地#panel_000,P3,train,datas/qa_and_png/P3_oda_output/保护接地.png,outputs/topology_panel_v1/_P3_staging_batch1/保护接地#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.99,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000,P3,train,datas/qa_and_png/P3_oda_output/HK12-10温度元件电缆保护及连接图(断开式、汇线槽)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.95,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000,P3,val,datas/qa_and_png/P3_oda_output/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,1.0,1,1,1/1 agents voted reject_bad_geometry
_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000,P3,train,datas/qa_and_png/P3_oda_output/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000.topology.v1.json,34,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_003,P3,train,outputs/panels/P3/P3_staging_batch3__02-10kV配电装置室平面布置图wm666.taobao.com__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_003.topology.v1.json,34,negative_control_badcase,badcase,not_topology_target,reject_not_topology,auto_reject,1.0,1,1,1/1 agents voted reject_not_topology
_P3_staging_batch4/10kV箱式开关站外形图#panel_000,P3,test,datas/qa_and_png/P3_oda_output/10kV箱式开关站外形图.png,outputs/topology_panel_v1/_P3_staging_batch4/10kV箱式开关站外形图#panel_000.topology.v1.json,34,negative_control_badcase,badcase,bad_geometry,reject_not_topology,auto_reject,0.99,1,1,1/1 agents voted reject_not_topology
_P2_staging/变电所修#panel_000,P2,val,datas/qa_and_png/P2_oda_output/变电所修.png,outputs/topology_panel_v1/_P2_staging/变电所修#panel_000.topology.v1.json,30,negative_control_badcase,badcase,needs_panel_split,uncertain,human_review,0.0,0,1,all agent calls failed
_P2_staging/变电所修__479#panel_000,P2,val,datas/qa_and_png/P2_oda_output/变电所修__479.png,outputs/topology_panel_v1/_P2_staging/变电所修__479#panel_000.topology.v1.json,30,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P1_staging/热电厂工程电气主接线#panel_000,P1,test,datas/qa_and_png/P1_oda_output/热电厂工程电气主接线.png,outputs/topology_panel_v1/_P1_staging/热电厂工程电气主接线#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000,P2,train,datas/qa_and_png/P2_oda_output/0武汉某35变电所一次部分施工图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/0武汉某35变电所一次部分施工图wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000,P2,test,datas/qa_and_png/P2_oda_output/10KV变电站电气图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/10KV变电站电气图wm666.taobao.com#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/10kV变电所电气图#panel_000,P2,train,datas/qa_and_png/P2_oda_output/10kV变电所电气图.png,outputs/topology_panel_v1/_P2_staging/10kV变电所电气图#panel_000.topology.v1.json,28,negative_control_badcase,badcase,needs_panel_split,reject_multi_subfigure,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: multi-subfigure
_P2_staging/35KV二次图#panel_000,P2,train,datas/qa_and_png/P2_oda_output/35KV二次图.png,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,28,negative_control_badcase,badcase,bad_geometry,reject_bad_geometry,auto_reject,0.98,1,1,policy_rule completed missing row: known policy badcase: bad geometry
