drawing_key,split,phase,normalized_json_path,topology_json_path,status,node_count,edge_count,candidate_segment_count,net_count,topology_ready,largest_net_edges,isolated_edge_count,isolated_edge_ratio,largest_net_edge_ratio,skipped_short_segments,skipped_same_node_segments,graph_bbox,edge_type_count_json,effective_endpoint_tolerance,quality_flags
_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.topology.v0.json,ok,3788,2683,2687,1270,True,13,672,0.2505,0.0048,0,4,"25.1217,-317.1767,874.08,503.0371","{""LINE"": 1314, ""LWPOLYLINE"": 1369}",0.6628,
_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.topology.v0.json,ok,1106,718,718,440,True,11,272,0.3788,0.0153,0,0,"21.8793,-321.0569,770.4333,390.8896","{""LINE"": 618, ""LWPOLYLINE"": 100}",0.5593,
_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.topology.v0.json,ok,2992,1969,1969,1215,True,9,983,0.4992,0.0046,0,0,"5.8766,-263.9686,559.0,377.7175","{""LINE"": 1785, ""LWPOLYLINE"": 184}",0.4565,
_P1_staging/001 220kV变电站电气主接线图,train,P1,outputs/normalized_geometry/_P1_staging/001 220kV变电站电气主接线图.normalized.json,outputs/topology_graph/_P1_staging/001 220kV变电站电气主接线图.topology.v0.json,ok,1377,971,981,471,True,10,231,0.2379,0.0103,0,10,"-6151390.5477,757584.1999,-3073906.8069,1515948.4125","{""LINE"": 517, ""LWPOLYLINE"": 454}",1.0,
_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.topology.v0.json,ok,838,824,859,297,True,18,145,0.176,0.0218,3,32,"3158.1345,1030.633,3578.1345,1327.633","{""LINE"": 96, ""LWPOLYLINE"": 728}",1.0,
_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.topology.v0.json,ok,721,665,667,207,True,19,119,0.1789,0.0286,2,0,"253131.1893,165963.6462,297681.1893,260463.6462","{""LINE"": 465, ""LWPOLYLINE"": 200}",1.0,
_P1_staging/02-主接线wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/02-主接线wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/02-主接线wm666.taobao.com.topology.v0.json,ok,24443,23411,24261,8008,True,30,3622,0.1547,0.0013,66,784,"1141.0368,107.9512,4686.2921,2105.6288","{""LINE"": 9206, ""LWPOLYLINE"": 14205}",1.0,
_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/03-10kV配电装置主变进线及母线桥间隔断面图wm666.taobao.com.topology.v0.json,ok,809,645,1171,268,True,10,93,0.1442,0.0155,525,1,"64541.8602,6520.9077,90791.8602,21370.9077","{""LINE"": 589, ""LWPOLYLINE"": 56}",1.0,
_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com,val,P1,outputs/normalized_geometry/_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/03-110KV屋外配电装置出线间隔断面图wm666.taobao.com.topology.v0.json,ok,1455,1133,1134,505,True,20,267,0.2357,0.0177,1,0,"303789.7257,34470.7166,366789.7257,64170.7166","{""LINE"": 888, ""LWPOLYLINE"": 245}",1.0,
_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com,val,P1,outputs/normalized_geometry/_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/04-110KV屋外配电装置主变进线间隔及母线PT间隔断面图wm666.taobao.com.topology.v0.json,ok,850,630,630,290,True,10,173,0.2746,0.0159,0,0,"340464.9189,103849.9856,403464.9189,133549.9856","{""LINE"": 503, ""LWPOLYLINE"": 127}",1.0,
_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/05-110KV屋外配电装置母线分段间隔断面图wm666.taobao.com.topology.v0.json,ok,863,718,718,296,True,16,150,0.2089,0.0223,0,0,"335436.1145,129573.7399,408936.1145,159273.7399","{""LINE"": 510, ""LWPOLYLINE"": 208}",1.0,
_P1_staging/05电气主接线,train,P1,outputs/normalized_geometry/_P1_staging/05电气主接线.normalized.json,outputs/topology_graph/_P1_staging/05电气主接线.topology.v0.json,ok,4310,3901,4286,676,True,274,211,0.0541,0.0702,12,373,"32.0186,257.0529,906.1486,561.3133","{""LINE"": 575, ""LWPOLYLINE"": 3326}",1.0,
_P1_staging/1#主变屏,train,P1,outputs/normalized_geometry/_P1_staging/1#主变屏.normalized.json,outputs/topology_graph/_P1_staging/1#主变屏.topology.v0.json,ok,7434,4892,5006,2973,True,19,2167,0.443,0.0039,4,110,"-192.2267,1564.2498,1930.2636,2263.0314","{""LINE"": 4066, ""LWPOLYLINE"": 826}",1.0,
_P1_staging/1-主变保护测控柜面,train,P1,outputs/normalized_geometry/_P1_staging/1-主变保护测控柜面.normalized.json,outputs/topology_graph/_P1_staging/1-主变保护测控柜面.topology.v0.json,ok,1056,782,782,405,True,16,291,0.3721,0.0205,0,0,"0.0,0.0,420.0,297.0","{""LINE"": 215, ""LWPOLYLINE"": 567}",0.2579,
_P1_staging/10-1#主变10kV侧开关柜端子排接线图,train,P1,outputs/normalized_geometry/_P1_staging/10-1#主变10kV侧开关柜端子排接线图.normalized.json,outputs/topology_graph/_P1_staging/10-1#主变10kV侧开关柜端子排接线图.topology.v0.json,ok,669,551,553,201,True,170,154,0.2795,0.3085,0,2,"4217.9087,302.1516,4471.455,665.6802","{""LINE"": 505, ""LWPOLYLINE"": 46}",1.0,
_P1_staging/1000MW机组脱硫区电气主接线图,train,P1,outputs/normalized_geometry/_P1_staging/1000MW机组脱硫区电气主接线图.normalized.json,outputs/topology_graph/_P1_staging/1000MW机组脱硫区电气主接线图.topology.v0.json,ok,2362,1374,1388,1039,True,24,911,0.663,0.0175,14,0,"278535.516,131526.6279,397435.516,215626.6279","{""LINE"": 341, ""LWPOLYLINE"": 1033}",1.0,
_P1_staging/1000kw水电站主接线图,train,P1,outputs/normalized_geometry/_P1_staging/1000kw水电站主接线图.normalized.json,outputs/topology_graph/_P1_staging/1000kw水电站主接线图.topology.v0.json,ok,681,496,533,234,True,14,145,0.2923,0.0282,20,17,"-257883.9284,176427.475,-257463.9284,177021.475","{""LINE"": 478, ""LWPOLYLINE"": 18}",1.0,
_P1_staging/10KV主接线图,test,P1,outputs/normalized_geometry/_P1_staging/10KV主接线图.normalized.json,outputs/topology_graph/_P1_staging/10KV主接线图.topology.v0.json,ok,228,160,160,91,True,9,61,0.3812,0.0563,0,0,"8.9448,0.0,399.0,280.0","{""LINE"": 158, ""LWPOLYLINE"": 2}",0.2401,
_P1_staging/10kV电气主接线图,train,P1,outputs/normalized_geometry/_P1_staging/10kV电气主接线图.normalized.json,outputs/topology_graph/_P1_staging/10kV电气主接线图.topology.v0.json,ok,562,358,358,230,True,6,169,0.4721,0.0168,0,0,"925.7323,-485.8677,10980.5323,6624.3123","{""LINE"": 303, ""LWPOLYLINE"": 55}",1.0,
_P1_staging/10kv变电站主接线图,train,P1,outputs/normalized_geometry/_P1_staging/10kv变电站主接线图.normalized.json,outputs/topology_graph/_P1_staging/10kv变电站主接线图.topology.v0.json,ok,3409,2396,2488,1137,True,38,641,0.2675,0.0159,62,30,"1019.7486,992.5,1906.75,1737.0","{""LINE"": 1470, ""LWPOLYLINE"": 926}",1.0,
_P1_staging/11-1#主变端子箱接线图,train,P1,outputs/normalized_geometry/_P1_staging/11-1#主变端子箱接线图.normalized.json,outputs/topology_graph/_P1_staging/11-1#主变端子箱接线图.topology.v0.json,ok,1079,671,674,460,True,14,354,0.5276,0.0209,1,2,"4192.3415,-291.3544,4890.7443,200.0152","{""LINE"": 582, ""LWPOLYLINE"": 89}",1.0,
_P1_staging/110KV出线断面图,train,P1,outputs/normalized_geometry/_P1_staging/110KV出线断面图.normalized.json,outputs/topology_graph/_P1_staging/110KV出线断面图.topology.v0.json,ok,574,486,504,171,True,21,97,0.1996,0.0432,11,7,"-82.3884,-234.4236,1117.3562,595.2359","{""LINE"": 150, ""LWPOLYLINE"": 336}",1.0,
_P1_staging/110KV出线断面图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV出线断面图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV出线断面图wm666.taobao.com.topology.v0.json,ok,574,486,504,171,True,21,97,0.1996,0.0432,11,7,"-82.3884,-234.4236,1117.3562,595.2359","{""LINE"": 150, ""LWPOLYLINE"": 336}",1.0,
_P1_staging/110KV出线间隔断面图,train,P1,outputs/normalized_geometry/_P1_staging/110KV出线间隔断面图.normalized.json,outputs/topology_graph/_P1_staging/110KV出线间隔断面图.topology.v0.json,ok,1173,847,851,392,True,10,255,0.3011,0.0118,3,1,"1792.391,-144.9806,2376.9295,191.7398","{""LINE"": 712, ""LWPOLYLINE"": 135}",0.3373,
_P1_staging/110KV升压开关站一次系统图,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压开关站一次系统图.normalized.json,outputs/topology_graph/_P1_staging/110KV升压开关站一次系统图.topology.v0.json,ok,390,235,237,169,True,8,136,0.5787,0.034,0,2,"1773.0494,-620.066,2367.0494,-200.066","{""LINE"": 176, ""LWPOLYLINE"": 59}",1.0,
_P1_staging/110KV升压开关站基础布置图,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压开关站基础布置图.normalized.json,outputs/topology_graph/_P1_staging/110KV升压开关站基础布置图.topology.v0.json,ok,1127,826,851,393,True,28,251,0.3039,0.0339,0,25,"2429.6888,-616.8209,3023.6888,-196.8209","{""LINE"": 552, ""LWPOLYLINE"": 274}",1.0,
_P1_staging/110KV升压站平面布置图1,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站平面布置图1.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站平面布置图1.topology.v0.json,ok,1491,1007,1087,574,True,18,417,0.4141,0.0179,0,80,"-1267.0778,-542.0778,-663.5358,-115.3309","{""LINE"": 474, ""LWPOLYLINE"": 533}",0.7657,
_P1_staging/110KV升压站平面布置图1wm666.taobao.com,test,P1,outputs/normalized_geometry/_P1_staging/110KV升压站平面布置图1wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站平面布置图1wm666.taobao.com.topology.v0.json,ok,1491,1007,1087,574,True,18,417,0.4141,0.0179,0,80,"-1267.0778,-542.0778,-663.5358,-115.3309","{""LINE"": 474, ""LWPOLYLINE"": 533}",0.7657,
_P1_staging/110KV升压站总体平面布置图,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站总体平面布置图.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站总体平面布置图.topology.v0.json,ok,1653,1211,1227,593,True,50,414,0.3419,0.0413,0,16,"-1004.3228,-689.9583,-400.7808,-263.2114","{""LINE"": 631, ""LWPOLYLINE"": 580}",0.7387,
_P1_staging/110KV升压站总体平面布置图__230,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站总体平面布置图__230.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站总体平面布置图__230.topology.v0.json,ok,1676,1217,1227,606,True,46,421,0.3459,0.0378,0,10,"-1004.3228,-689.9583,-400.7808,-263.2114","{""LINE"": 631, ""LWPOLYLINE"": 586}",0.7168,
_P1_staging/110KV升压站总体平面布置图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站总体平面布置图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站总体平面布置图wm666.taobao.com.topology.v0.json,ok,1653,1211,1227,593,True,50,414,0.3419,0.0413,0,16,"-1004.3228,-689.9583,-400.7808,-263.2114","{""LINE"": 631, ""LWPOLYLINE"": 580}",0.7387,
_P1_staging/110KV升压站接地布置图.,val,P1,outputs/normalized_geometry/_P1_staging/110KV升压站接地布置图..normalized.json,outputs/topology_graph/_P1_staging/110KV升压站接地布置图..topology.v0.json,ok,1031,786,1051,376,True,8,171,0.2176,0.0102,263,2,"-733.4323,-19.3206,-139.4323,400.6794","{""LINE"": 390, ""LWPOLYLINE"": 396}",0.4821,
_P1_staging/110KV升压站接地布置图.wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站接地布置图.wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站接地布置图.wm666.taobao.com.topology.v0.json,ok,1031,786,1051,376,True,8,171,0.2176,0.0102,263,2,"-733.4323,-19.3206,-139.4323,400.6794","{""LINE"": 390, ""LWPOLYLINE"": 396}",0.4821,
_P1_staging/110KV升压站立面布置图,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站立面布置图.topology.v0.json,ok,1066,1011,1195,281,True,46,153,0.1513,0.0455,5,179,"-1403.5288,-14.441,-809.5288,405.559","{""LINE"": 950, ""LWPOLYLINE"": 61}",0.8529,
_P1_staging/110KV升压站立面布置图1,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图1.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站立面布置图1.topology.v0.json,ok,1329,1216,1401,352,True,50,174,0.1431,0.0411,8,177,"-733.4323,-19.3206,-139.4323,400.6794","{""LINE"": 1102, ""LWPOLYLINE"": 114}",0.6784,
_P1_staging/110KV升压站立面布置图1wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图1wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站立面布置图1wm666.taobao.com.topology.v0.json,ok,1329,1216,1401,352,True,50,174,0.1431,0.0411,8,177,"-733.4323,-19.3206,-139.4323,400.6794","{""LINE"": 1102, ""LWPOLYLINE"": 114}",0.6784,
_P1_staging/110KV升压站立面布置图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV升压站立面布置图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV升压站立面布置图wm666.taobao.com.topology.v0.json,ok,1066,1011,1195,281,True,46,153,0.1513,0.0455,5,179,"-1403.5288,-14.441,-809.5288,405.559","{""LINE"": 950, ""LWPOLYLINE"": 61}",0.8529,
_P1_staging/110KV变电所10KV配套线路工程出线图,train,P1,outputs/normalized_geometry/_P1_staging/110KV变电所10KV配套线路工程出线图.normalized.json,outputs/topology_graph/_P1_staging/110KV变电所10KV配套线路工程出线图.topology.v0.json,ok,482,367,367,170,True,4,86,0.2343,0.0109,0,0,"1256.196,-204.5144,1466.1512,92.4856","{""LINE"": 141, ""LWPOLYLINE"": 226}",0.6699,
_P1_staging/110KV变电所一次系统图,test,P1,outputs/normalized_geometry/_P1_staging/110KV变电所一次系统图.normalized.json,outputs/topology_graph/_P1_staging/110KV变电所一次系统图.topology.v0.json,ok,2850,1783,1788,1161,True,12,887,0.4975,0.0067,0,5,"86.7554,38.6051,408.0554,265.8101","{""LINE"": 1557, ""LWPOLYLINE"": 226}",0.1979,
_P1_staging/110KV变电站主变继电保护原理,test,P1,outputs/normalized_geometry/_P1_staging/110KV变电站主变继电保护原理.normalized.json,outputs/topology_graph/_P1_staging/110KV变电站主变继电保护原理.topology.v0.json,ok,5279,5437,6235,2118,True,27,1294,0.238,0.005,51,747,"-626.6485,-454.4417,1228.071,880.2699","{""LINE"": 5390, ""LWPOLYLINE"": 47}",1.0,
_P1_staging/110KV变电站主接线保护直流所,train,P1,outputs/normalized_geometry/_P1_staging/110KV变电站主接线保护直流所.normalized.json,outputs/topology_graph/_P1_staging/110KV变电站主接线保护直流所.topology.v0.json,ok,6073,4532,4561,2041,True,14,1123,0.2478,0.0031,6,23,"870.6476,591.5403,1047.3046,722.7591","{""LINE"": 921, ""LWPOLYLINE"": 3611}",0.1591,
_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV变电站主接线保护直流所wm666.taobao.com.topology.v0.json,ok,6073,4532,4561,2041,True,14,1123,0.2478,0.0031,6,23,"870.6476,591.5403,1047.3046,722.7591","{""LINE"": 921, ""LWPOLYLINE"": 3611}",0.1591,
_P1_staging/110KV变电站典型设计图纸wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110KV变电站典型设计图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110KV变电站典型设计图纸wm666.taobao.com.topology.v0.json,ok,3734,3395,4726,1037,True,71,610,0.1797,0.0209,0,1331,"-769.0,10.0,2530.0,307.0","{""LINE"": 2839, ""LWPOLYLINE"": 556}",1.0,
_P1_staging/110KV变电站电气主接线图,train,P1,outputs/normalized_geometry/_P1_staging/110KV变电站电气主接线图.normalized.json,outputs/topology_graph/_P1_staging/110KV变电站电气主接线图.topology.v0.json,ok,1634,1122,1122,676,True,22,465,0.4144,0.0196,0,0,"-77478.0229,-44380.3089,48521.9771,44719.6911","{""LINE"": 1065, ""LWPOLYLINE"": 57}",1.0,
_P1_staging/110KV进线保护原理图,train,P1,outputs/normalized_geometry/_P1_staging/110KV进线保护原理图.normalized.json,outputs/topology_graph/_P1_staging/110KV进线保护原理图.topology.v0.json,ok,1393,1021,1083,444,True,30,273,0.2674,0.0294,0,62,"0.0,0.0,420.0,297.0","{""LINE"": 521, ""LWPOLYLINE"": 500}",0.2572,
_P1_staging/110KV配电装置半高型布置断面图,train,P1,outputs/normalized_geometry/_P1_staging/110KV配电装置半高型布置断面图.normalized.json,outputs/topology_graph/_P1_staging/110KV配电装置半高型布置断面图.topology.v0.json,ok,2129,1609,1761,682,True,55,445,0.2766,0.0342,30,122,"202.5279,76.3237,322.6424,147.4024","{""LINE"": 933, ""LWPOLYLINE"": 676}",0.1597,
_P1_staging/110Kv变电站直流系统接线图,val,P1,outputs/normalized_geometry/_P1_staging/110Kv变电站直流系统接线图.normalized.json,outputs/topology_graph/_P1_staging/110Kv变电站直流系统接线图.topology.v0.json,ok,1166,863,867,367,True,11,181,0.2097,0.0127,0,4,"0.0,0.0,420.0,297.0","{""LINE"": 397, ""LWPOLYLINE"": 466}",0.4563,
_P1_staging/110Kv变电站直流系统接线图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110Kv变电站直流系统接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110Kv变电站直流系统接线图wm666.taobao.com.topology.v0.json,ok,1166,863,867,367,True,11,181,0.2097,0.0127,0,4,"0.0,0.0,420.0,297.0","{""LINE"": 397, ""LWPOLYLINE"": 466}",0.4563,
_P1_staging/110kVGIS汇控柜电源电路,train,P1,outputs/normalized_geometry/_P1_staging/110kVGIS汇控柜电源电路.normalized.json,outputs/topology_graph/_P1_staging/110kVGIS汇控柜电源电路.topology.v0.json,ok,341,239,239,123,True,6,72,0.3013,0.0251,0,0,"59.981,-227.7692,479.981,69.2308","{""LINE"": 218, ""LWPOLYLINE"": 21}",0.2572,
_P1_staging/110kVxx变电站完整电源图wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110kVxx变电站完整电源图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110kVxx变电站完整电源图wm666.taobao.com.topology.v0.json,ok,3062,4311,4316,457,True,78,52,0.0121,0.0181,5,0,"28807.6065,36249.8458,44112.6313,45821.9466","{""LINE"": 3843, ""LWPOLYLINE"": 468}",1.0,
_P1_staging/110kVxx变电站完整电源图（塔位点）wm666.taobao.com,train,P1,outputs/normalized_geometry/_P1_staging/110kVxx变电站完整电源图（塔位点）wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110kVxx变电站完整电源图（塔位点）wm666.taobao.com.topology.v0.json,ok,205,188,189,54,True,13,24,0.1277,0.0691,0,1,"41000.0,42000.0021,42000.0,43000.0","{""LINE"": 113, ""LWPOLYLINE"": 75}",1.0,
_P1_staging/110kV一次系统图（终版）,train,P1,outputs/normalized_geometry/_P1_staging/110kV一次系统图（终版）.normalized.json,outputs/topology_graph/_P1_staging/110kV一次系统图（终版）.topology.v0.json,ok,1258,804,804,552,True,16,442,0.5498,0.0199,0,0,"227662.1494,37999.5186,311762.1494,97399.5186","{""LINE"": 726, ""LWPOLYLINE"": 78}",1.0,
