panel_id,agent,agent_model,agent_modality,agent_label,agent_confidence,is_single_panel,is_topology_target,has_visible_watermark,geometry_usable,agent_reason,agent_visible_cues,elapsed_sec,error,raw_response
_P3_staging_batch3/WGB-113N 馈线保护原理图(手车)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.98,True,True,False,True,"The panel is a valid single topology diagram, but the extracted graph has confirmed over-connection errors requiring repair.",Single coherent 10kV feeder protection wiring topology diagram with no visible watermarks or geometry corruption; Explicit known review label identifies the graph as over-connected; High intersection count (22424) and edge count (4581) confirm over-connection issues in the graph,18.455,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.98,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The panel is a valid single topology diagram, but the extracted graph has confirmed over-connection errors requiring repair."",
  ""visible_cues"": [
    ""Single coherent 10kV feeder protection wiring topology diagram with no visible watermarks or geometry corruption"",
    ""Explicit known review label identifies the graph as over-connected"",
    ""High intersection count (22424) and edge count (4581) confirm over-connection issues in the graph""
  ]
}"
_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.95,True,True,False,True,"The topology graph has confirmed severe over-connection errors, requiring repair before it can be used as a clean benchmark sample.","Known review label explicitly states the graph is over-connected; Extremely high intersection count (22386) and edge count (4627) confirm severe over-connection errors; The image is a single coherent 10kV feeder protection wiring topology with no corruption, watermarks or extra subfigures",19.099,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.95,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The topology graph has confirmed severe over-connection errors, requiring repair before it can be used as a clean benchmark sample."",
  ""visible_cues"": [
    ""Known review label explicitly states the graph is over-connected"",
    ""Extremely high intersection count (22386) and edge count (4627) confirm severe over-connection errors"",
    ""The image is a single coherent 10kV feeder protection wiring topology with no corruption, watermarks or extra subfigures""
  ]
}"
_P3_staging_batch3/WGB-114N 馈线保护原理图(手车)__286#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.95,True,True,False,True,"The diagram is a valid single feeder protection topology panel, but the existing graph has severe over-connection errors requiring repair","Known review label marked as over_connected; Extremely high intersection count (22386) indicating severe over-connection of edges; No visible watermark, single coherent 10kV wiring topology diagram, geometry is readable",15.4,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.95,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The diagram is a valid single feeder protection topology panel, but the existing graph has severe over-connection errors requiring repair"",
  ""visible_cues"": [""Known review label marked as over_connected"", ""Extremely high intersection count (22386) indicating severe over-connection of edges"", ""No visible watermark, single coherent 10kV wiring topology diagram, geometry is readable""]
}"
_P3_staging_batch4/WGB-123N 高压柜综合保护原理图(手车)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.95,True,True,False,True,"The extracted graph for this valid single topology panel has confirmed severe over-connection issues, requiring graph repair before use as a clean benchmark.","Candidate is a single coherent high-voltage cabinet comprehensive protection wiring topology diagram, no visible watermarks, geometry is fully readable; Known review label is marked as over_connected, extremely high intersection count of 22385 confirms severe over-connection errors in current extracted graph; V1 edge count (4576) is disproportionately high relative to node count (2114), consistent with over-connection defects",19.798,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.95,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The extracted graph for this valid single topology panel has confirmed severe over-connection issues, requiring graph repair before use as a clean benchmark."",
  ""visible_cues"": [
    ""Candidate is a single coherent high-voltage cabinet comprehensive protection wiring topology diagram, no visible watermarks, geometry is fully readable"",
    ""Known review label is marked as over_connected, extremely high intersection count of 22385 confirms severe over-connection errors in current extracted graph"",
    ""V1 edge count (4576) is disproportionately high relative to node count (2114), consistent with over-connection defects""
  ]
}"
_P3_staging_batch4/WGB-124N 高压柜综合保护原理图(手车)#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,reject_visible_watermark,1.0,True,True,True,True,"A visible source library watermark with contact information is present on the image, which violates the watermark policy for benchmark samples.","Top right corner has '星欣设计图库' source mark with QQ numbers, website www.xingsc.cn, email and telephone contact details; The underlying content is a valid high voltage cabinet comprehensive protection schematic topology",40.432,,"{
  ""label"": ""reject_visible_watermark"",
  ""confidence"": 1.0,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": true,
  ""geometry_usable"": true,
  ""reason"": ""A visible source library watermark with contact information is present on the image, which violates the watermark policy for benchmark samples."",
  ""visible_cues"": [""Top right corner has '星欣设计图库' source mark with QQ numbers, website www.xingsc.cn, email and telephone contact details"", ""The underlying content is a valid high voltage cabinet comprehensive protection schematic topology""]
}"
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.9,True,True,False,True,The current topology graph has confirmed over-connection errors that require repair to become a clean benchmark sample.,Known review label marked as over_connected; High intersection count of 291 indicates edge connection issues; Single coherent terminal wiring topology diagram; No visible watermarks or unreadable content,49.768,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.9,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The current topology graph has confirmed over-connection errors that require repair to become a clean benchmark sample."",
  ""visible_cues"": [""Known review label marked as over_connected"", ""High intersection count of 291 indicates edge connection issues"", ""Single coherent terminal wiring topology diagram"", ""No visible watermarks or unreadable content""]
}"
_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.9,True,True,False,True,"The image is a valid substation wiring topology, but the extracted graph has severe fragmentation issues that need repair",Single coherent railway traction substation main wiring diagram; No visible watermark or geometric corruption on the image; Extracted graph has 1.0 isolated edge ratio and low largest net edge ratio indicating severe fragmentation,24.867,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.9,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The image is a valid substation wiring topology, but the extracted graph has severe fragmentation issues that need repair"",
  ""visible_cues"": [""Single coherent railway traction substation main wiring diagram"", ""No visible watermark or geometric corruption on the image"", ""Extracted graph has 1.0 isolated edge ratio and low largest net edge ratio indicating severe fragmentation""]
}"
_P3_staging_batch2/10kV-中置柜进线电气图纸#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.92,True,True,False,True,"The topology diagram has confirmed high graph fragmentation, requiring node/edge error repair before it qualifies as a clean benchmark sample.",Quality flag explicitly notes high fragmentation; Known review label indicates the diagram is still fragmented; High intersection count of 5223 suggests potential graph connectivity errors,16.904,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.92,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The topology diagram has confirmed high graph fragmentation, requiring node/edge error repair before it qualifies as a clean benchmark sample."",
  ""visible_cues"": [""Quality flag explicitly notes high fragmentation"", ""Known review label indicates the diagram is still fragmented"", ""High intersection count of 5223 suggests potential graph connectivity errors""]
}"
_P3_staging_batch4/发电机保护屏端子图#panel_004,doubao,doubao-seed-2-0-pro-260215,vision,needs_terminal_anchor,0.95,True,True,False,True,"This is a valid single-panel generator terminal wiring topology diagram, but requires semantic terminal/symbol/device anchors to meet clean benchmark standards.",Single coherent generator current/voltage terminal connection diagram; Terminal entries with wiring links to external equipment panels are present; No annotated semantic anchors for terminal nodes and connection edges,13.283,,"{
  ""label"": ""needs_terminal_anchor"",
  ""confidence"": 0.95,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""This is a valid single-panel generator terminal wiring topology diagram, but requires semantic terminal/symbol/device anchors to meet clean benchmark standards."",
  ""visible_cues"": [""Single coherent generator current/voltage terminal connection diagram"", ""Terminal entries with wiring links to external equipment panels are present"", ""No annotated semantic anchors for terminal nodes and connection edges""]
}"
_P2_staging/某煤矿变电所电气系统图wm666.taobao.com#panel_000,doubao,doubao-seed-2-0-pro-260215,vision,needs_graph_repair,0.9,True,True,False,True,The electrical topology diagram has confirmed high graph fragmentation requiring repair to be a clean benchmark sample.,Single coherent coal mine substation electrical system topology diagram; Quality flags mark high fragmentation of the detected graph; Known review label explicitly notes the graph remains fragmented,22.811,,"{
  ""label"": ""needs_graph_repair"",
  ""confidence"": 0.9,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The electrical topology diagram has confirmed high graph fragmentation requiring repair to be a clean benchmark sample."",
  ""visible_cues"": [""Single coherent coal mine substation electrical system topology diagram"", ""Quality flags mark high fragmentation of the detected graph"", ""Known review label explicitly notes the graph remains fragmented""]
}"
_P1_staging/主变压器35kV侧断路器在PWFXH-1111上的端子排(B066-500-1215)wm666.taobao.com#panel_001,doubao,doubao-seed-2-0-pro-260215,vision,needs_terminal_anchor,0.9,True,True,False,True,"The diagram is a valid terminal wiring topology, but semantic terminal/symbol/device anchors need explicit annotation before it can be used as a clean benchmark sample.","Single coherent terminal wiring diagram for main transformer 35kV side breaker terminal block; Wiring connections between the terminal strip and external control/protection cabinets are fully visible; No visible watermarks, no geometry corruption, no multiple independent subfigures present",23.572,,"{
  ""label"": ""needs_terminal_anchor"",
  ""confidence"": 0.9,
  ""is_single_panel"": true,
  ""is_topology_target"": true,
  ""has_visible_watermark"": false,
  ""geometry_usable"": true,
  ""reason"": ""The diagram is a valid terminal wiring topology, but semantic terminal/symbol/device anchors need explicit annotation before it can be used as a clean benchmark sample."",
  ""visible_cues"": [""Single coherent terminal wiring diagram for main transformer 35kV side breaker terminal block"", ""Wiring connections between the terminal strip and external control/protection cabinets are fully visible"", ""No visible watermarks, no geometry corruption, no multiple independent subfigures present""]
}"
