panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags,severity,anomaly_type,suggested_action,model_review_label,model_confidence,model_needs_human_review,model_reason,model_visible_cues,topology_panel_v1_review_label,topology_panel_v1_review_comment,topology_panel_v1_reviewed,topology_panel_v1_accepted,topology_panel_v1_exclude_reason
_P3_staging_batch2/开关柜底座及基础图#panel_000,_P3_staging_batch2/开关柜底座及基础图,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/开关柜底座及基础图.png,"668.3056,807.2076,3668.3061,807.208",outputs/normalized_geometry/_P3_staging_batch2/开关柜底座及基础图.normalized.json,outputs/topology_graph/_P3_staging_batch2/开关柜底座及基础图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/开关柜底座及基础图#panel_000.topology.v1.json,ok,,7,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,not_topology_target,0.98,True,"The panel is a switchgear base foundation construction/mechanical layout drawing, not an electrical wiring/connectivity topology graph target.","Drawing contains dimensional layouts of switchgear bases and foundation cross-sections for installation; No electrical wiring, connectivity nodes, or topology nets are present; Content is focused on physical mounting/construction specifications, not circuit topology",bad_geometry,"model: The panel is a switchgear base foundation construction/mechanical layout drawing, not an electrical wiring/connectivity topology graph target.",True,False,bad_geometry
_P3_staging_batch4/10KV配网设计块图#panel_000,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,0,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_000.png,"-13394.3495,2254.4956,-1800.0904,5516.2549",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_000.topology.v1.json,ok,,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,needs_panel_split,0.99,True,The panel contains two visually independent sub-diagrams (front and side view of the switch) that must be split into separate panels first for topology graph processing.,"Two separate diagrams with distinct individual titles present in one panel; No interconnection between the left and right subfigures, they are fully independent",bad_geometry,model: The panel contains two visually independent sub-diagrams (front and side view of the switch) that must be split into separate panels first for topology graph processing.,True,False,bad_geometry
_P3_staging_batch4/10KV配网设计块图#panel_001,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,1,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_001.png,"-25548.7806,2251.0604,-13954.5215,5512.8197",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_001.topology.v1.json,ok,,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,needs_panel_split,0.95,True,The panel contains multiple independent subfigures (two transformer orthographic views) that require splitting before topology assessment.,"Two distinct diagrams are present: distribution transformer front view and side view, each with separate captions; Visually separated regions exist for each diagram plus a dedicated title block area",bad_geometry,model: The panel contains multiple independent subfigures (two transformer orthographic views) that require splitting before topology assessment.,True,False,bad_geometry
_P3_staging_batch4/10KV配网设计块图#panel_002,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,2,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_002.png,"-24163.5489,3403.583,-18787.634,5025.0158",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_002.topology.v1.json,ok,,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,not_topology_target,0.9,True,Panel only contains a single standalone device symbol with no interconnecting topology wiring or networks.,"Single standalone device illustration, no interconnection lines present; Metadata reports zero nodes, edges, and nets detected",bad_geometry,,True,False,bad_geometry
_P3_staging_batch4/10KV配网设计块图#panel_003,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,3,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_003.png,"-397.489,-1041.6161,11196.7701,2220.1432",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_003.topology.v1.json,ok,,14,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,needs_panel_split,0.98,True,"Panel contains multiple independent separate component subfigures with no interconnections, requiring splitting before topology processing.","Multiple isolated independent hardware part diagrams are present, no cross connections between them; v1 node, edge, net counts are all zero, no unified topology exists across the panel; Title identifies content as individual stay hardware/iron parts, each is a separate drawing",bad_geometry,,True,False,bad_geometry
_P3_staging_batch4/10KV配网设计块图#panel_004,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,4,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_004.png,"-25566.1503,-1105.168,-13971.8912,2158.3089",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_004.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,not_topology_target,0.9,True,"The panel contains only individual standalone electrical component part drawings, with no connected wiring or topology network content.",No interconnected edges or topology nets between drawn elements; All components are separate independent part views with no connecting lines; No circuit/topology graph structure present in the panel,bad_geometry,,True,False,bad_geometry
_P3_staging_batch4/10KV配网设计块图#panel_005,_P3_staging_batch4/10KV配网设计块图,train,P3,_P3_staging_batch4,5,6,image_components,outputs/panels/P3/P3_staging_batch4__10KV配网设计块图__panel_005.png,"-13385.6646,-1105.168,-1791.4056,2156.5913",outputs/normalized_geometry/_P3_staging_batch4/10KV配网设计块图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10KV配网设计块图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10KV配网设计块图#panel_005.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,not_topology_target,0.95,True,"The panel is a collection of individual unconnected insulator component drawings, not a connected wiring or network topology graph target.","No interconnected edges, nodes or nets forming a topology graph are present; Title block explicitly labels the sheet as 'Insulator Figure' (绝缘子图); All drawn elements are separate independent component symbols with no connections between them",bad_geometry,,True,False,bad_geometry
_P3_staging_batch4/10kv系统单线图#panel_005,_P3_staging_batch4/10kv系统单线图,train,P3,_P3_staging_batch4,5,6,image_components,outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_005.png,"2438.6869,-18608.4807,9231.597,-15721.1648",outputs/normalized_geometry/_P3_staging_batch4/10kv系统单线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10kv系统单线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10kv系统单线图#panel_005.topology.v1.json,ok,,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,not_topology_target,0.99,True,"The panel only contains electrical system specification text, no wiring/topology diagram content suitable for topology extraction.","All visible content is text listing electrical specification parameters; No topology nodes, edges, or wiring diagram elements are present; Metadata confirms zero detected topology entities, edges, nodes, or nets",bad_geometry,,True,False,bad_geometry
_P3_staging_batch4/DXN8B-T接线图#panel_000,_P3_staging_batch4/DXN8B-T接线图,train,P3,_P3_staging_batch4,0,1,full,datas/qa_and_png/P3_oda_output/DXN8B-T接线图.png,"0.0,0.0,882.0696,334.315",outputs/normalized_geometry/_P3_staging_batch4/DXN8B-T接线图.normalized.json,outputs/topology_graph/_P3_staging_batch4/DXN8B-T接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/DXN8B-T接线图#panel_000.topology.v1.json,ok,,3,0,0,0,0,0,0,0,0,0.0,0.0,0.4716,no_edges;no_nets,high,no_edges_or_no_nets,Check whether this panel is not a topology target or uses unsupported geometry types.,needs_panel_split,0.99,True,The panel contains two independent unconnected wiring diagrams that must be split prior to topology graph generation,Left DXN8B-T wiring diagram is a separate visual region from the right terminal connection diagram; No shared elements or connecting lines exist between the two distinct diagram areas,bad_geometry,model: The panel contains two independent unconnected wiring diagrams that must be split prior to topology graph generation,True,False,bad_geometry
_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000,_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/10KV配变电房工程典型设计图纸wm666.taobao.com.png,"-1465857.0746,-1299039.0106,1354420.318,714769.6602",outputs/normalized_geometry/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com.normalized.json,outputs/topology_graph/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000.topology.v1.json,ok,,95658,70666,189835,94450,155915,414,143667,188691,17100,0.0458,0.0102,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple distinct, visually independent separated drawing panels that correspond to different volume description pages, requiring splitting before topology graph processing.","Multiple separated rectangular panel regions each labeled with independent '卷说明' (volume description) titles; Each panel has separate, unrelated content separated by large white space borders",bad_geometry,"model: The image contains multiple distinct, visually independent separated drawing panels that correspond to different volume description pages, requiring splitting before topology graph processing.",True,False,bad_geometry
_P2_staging/35KV二次图#panel_000,_P2_staging/35KV二次图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/35KV二次图.png,"2005.6503,-2898.3395,11332.3978,1161.1762",outputs/normalized_geometry/_P2_staging/35KV二次图.normalized.json,outputs/topology_graph/_P2_staging/35KV二次图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/35KV二次图#panel_000.topology.v1.json,ok,,58529,39910,173316,91444,159755,1955,58058,90659,4276,0.0291,0.0298,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains dozens of independent, separated sub-diagrams for different electrical cabinets that require splitting into individual panels before topology graph generation.","Multiple distinct framed wiring diagram panels are grouped per cabinet type (metering, main transformer protection, bus coupler, etc.); No connecting topology exists between the separate framed diagram regions",bad_geometry,,True,False,bad_geometry
_P2_staging/电站、变电所电气及设备12#panel_000,_P2_staging/电站、变电所电气及设备12,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/电站、变电所电气及设备12.png,"-228401.1875,-117832.5178,285963.105,288178.6804",outputs/normalized_geometry/_P2_staging/电站、变电所电气及设备12.normalized.json,outputs/topology_graph/_P2_staging/电站、变电所电气及设备12.topology.v0.json,outputs/topology_panel_v1/_P2_staging/电站、变电所电气及设备12#panel_000.topology.v1.json,ok,,100011,44669,86039,32345,45781,1401,59981,80880,2635,0.0119,0.1441,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple separate, independent CAD drawing panels that must be split into individual units before topology graph processing.","Multiple distinct, separated diagram panels are visible across the image; Each sub-panel has its own title block and unrelated independent content",bad_geometry,,True,False,bad_geometry
_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000,_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/武汉某35kV变配电所电气二次设计图wm666.taobao.com.png,"-673895.0584,-267246.833,3415687.1639,53034.2445",outputs/normalized_geometry/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/武汉某35kV变配电所电气二次设计图wm666.taobao.com#panel_000.topology.v1.json,ok,,53499,35930,79415,33877,49631,1248,62978,78676,7370,0.036,0.0185,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,The image contains dozens of independent separate sub-diagram panels arranged in a grid that require splitting before topology graph generation.,Multiple distinct framed individual drawing panels arranged in rows; Each sub-panel is visually separate and self-contained with no interconnection between them,bad_geometry,,True,False,bad_geometry
_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000,_P2_staging/变电站全套建筑图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/变电站全套建筑图wm666.taobao.com.png,"-358348.6021,-586605.5057,993605.2927,744197.2029",outputs/normalized_geometry/_P2_staging/变电站全套建筑图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/变电站全套建筑图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/变电站全套建筑图wm666.taobao.com#panel_000.topology.v1.json,ok,,30157,29359,72704,37079,49659,101,47628,72296,2141,0.0089,0.0715,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,"The image contains multiple distinct, independent framed sub-diagrams including building plans, elevations, tables, and detail drawings that must be split into individual panels before any topology processing.",Multiple separate framed drawing regions each containing independent content; Each framed sub-diagram includes its own title block confirming independent status,bad_geometry,,True,False,bad_geometry
_P2_staging/商场10KV变电所接线图#panel_000,_P2_staging/商场10KV变电所接线图,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图.png,"108151.2724,72381.3661,116160.925,76770.2475",outputs/normalized_geometry/_P2_staging/商场10KV变电所接线图.normalized.json,outputs/topology_graph/_P2_staging/商场10KV变电所接线图.topology.v0.json,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图#panel_000.topology.v1.json,ok,,35104,25249,61955,23592,39006,546,42917,54751,4175,0.0193,0.0316,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The input image contains dozens of independent separated diagram panels that must be split prior to individual topology graph processing.,"Multiple distinct framed diagrams arranged in rows separated by blank white space; Each separate panel has independent content including wiring diagrams, tables, and layout plans",bad_geometry,,True,False,bad_geometry
_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000,_P2_staging/商场10KV变电所接线图wm666.taobao.com,train,P2,_P2_staging,0,1,full,datas/qa_and_png/P2_oda_output/商场10KV变电所接线图wm666.taobao.com.png,"108151.2724,72381.3661,116160.925,76770.2475",outputs/normalized_geometry/_P2_staging/商场10KV变电所接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P2_staging/商场10KV变电所接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1/_P2_staging/商场10KV变电所接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,35104,25249,61955,23592,39006,546,42917,54751,4175,0.0193,0.0316,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.98,True,The input panel contains many independent separated CAD diagram sheets that require splitting into individual panels before topology graph generation.,"Multiple distinct bordered sub-diagrams arranged in a grid with clear whitespace separation; Each sub-diagram has independent content, title blocks, and no connection to other sub-diagrams",bad_geometry,,True,False,bad_geometry
